Date,Startup Name,Vertical,Sub-Vertical,City,Type,Amount (in USD),Remarks
13/01/2016,CarTrade,Consumer Internet,Auto Classifieds Portal,Mumbai,Private Equity,145000000,
13/01/2016,Rentomo,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,Seed Funding,100000,
13/01/2016,Roder,Consumer Internet,inter-city cab aggregator,New Delhi,Seed Funding,240000,
13/01/2016,Bucker,Consumer Internet,Food Ordering Mobile App,Hyderabad,Seed Funding,N/A,
13/01/2016,Care24,Healthcare,Professional Health Services Platform,Mumbai,Private Equity,4000000,
13/01/2016,Obino,Healthcare,Weigh Loss Coaching,Mumbai,Private Equity,N/A,
14/01/2016,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,Seed Funding,N/A,
14/01/2016,Buildkar,ECommerce,Construction Material Marketplace,Bangalore,Seed Funding,N/A,
14/01/2016,Orahi,Consumer Internet,Carpooling Mobile App,Gurgaon,Seed Funding,520000,
14/01/2016,Zapr,Technology,TV to Mobile audience Platform,Gurgaon,Seed Funding,N/A,
15/01/2016,Remidio,Healthcare,Healthcare Product Manufacturer,Bangalore,Private Equity,N/A,
15/01/2016,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,Seed Funding,200000,
15/01/2016,evibe.in,Consumer Internet,Party Hall Booking platform,Bangalore,Seed Funding,N/A,
15/01/2016,Zoctr,Consumer Internet,healthcare aggregator platform,Mumbai,Seed Funding,N/A,
15/01/2016,Jobick,Consumer Internet,Mobile app based Job Search,Noida,Seed Funding,N/A,
16/01/2016,Plick,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,Seed Funding,N/A,
18/01/2016,Voice Friends,Consumer Internet,Dating & Singles Chat Platform,Mumbai,Seed Funding,N/A,
18/01/2016,Kartrocket,Consumer Internet,SAAS DIY ECommerce Platform,New Delhi,Private Equity,6000000,
19/01/2016,Swiggy,Consumer Internet,Online/Mobile food ordering platform,Bangalore,Private Equity,35000000,
19/01/2016,TinyStep,Consumer Internet,Parenting Social Network,Bangalore,Seed Funding,N/A,
19/01/2016,Cashkaro,Consumer Internet,Coupon & Cashback platform,Gurgaon,Private Equity,N/A,
19/01/2016,Gameezop,Consumer Internet,Casual Gaming platform,New Delhi,Seed Funding,N/A,
19/01/2016,DailyObjects,ECommerce,Mobile Accessories etailer,New Delhi,Private Equity,1400000,
19/01/2016,Indus OS,Technology,Local language Mobile OS,Mumbai,Private Equity,5000000,
19/01/2016,CollegeDunia,Consumer Internet,Educational College Search platform,New Delhi,Seed Funding,445000,
19/01/2016,Villgro,Finance,Social Business Incubator & Fund,Chennai,Private Equity,3500000,
20/01/2016,Reddoorz,Consumer Internet,Budget Accomodation Aggregator,New Delhi,Private Equity,N/A,
20/01/2016,IndustryBuying,ECommerce,B2B Industrial Goods Marketplace,New Delhi,Private Equity,1800000,
20/01/2016,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Private Equity,20000000,
20/01/2016,IMbesharam,ECommerce,Adult Products Etailers,New Delhi,Private Equity,4000000,
20/01/2016,Moodoo,Consumer Internet,Social Meeting organizer App,Mumbai,Seed Funding,40000,
20/01/2016,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,Seed Funding,N/A,
21/01/2016,FirstCry,ECommerce,Kids Focused eTailer,Pune,Private Equity,N/A,
21/01/2016,Fisdom,Consumer Internet,Personal Finance Mobile App,Bangalore,Seed Funding,500000,
21/01/2016,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Private Equity,2200000,
21/01/2016,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,Private Equity,15000000,
21/01/2016,CREO,Technology,Smartphone OS Developer,Bangalore,Private Equity,3000000,
22/01/2016,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Seed Funding,200000,
22/01/2016,Little,Consumer Internet,Deal Discovery App,Bangalore,Private Equity,N/A,
22/01/2016,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,Private Equity,7200000,
22/01/2016,Qlivery,Consumer Internet,on-demand concierge services,Gurgaon,Seed Funding,N/A,
22/01/2016,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Seed Funding,N/A,
22/01/2016,Silvan,Technology,Home Automation & Security Solutions,Bangalore,Seed Funding,515000,
22/01/2016,EPS,Technology,Electronic Payments Solution Company,Mumbai,Private Equity,35000000,
22/01/2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,Private Equity,30000000,
22/01/2016,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Seed Funding,N/A,
25/01/2016,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Seed Funding,150000,
25/01/2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,Private Equity,21000000,
25/01/2016,SkyCandle,ECommerce,Home Dcor Product etailer,New Delhi,Private Equity,N/A,
27/01/2016,Teabox.com,ECommerce,Specialty Tea ETailer,Siliguri,Private Equity,N/A,
27/01/2016,Buildzar,ECommerce,Construction Material ETailer,Gurgaon,Private Equity,4000000,
27/01/2016,Applicate,Technology,Sales Market Distribution & Data Analytics Platform,Bangalore,Seed Funding,1000000,
27/01/2016,WhatsOnRent,ECommerce,Online Rental Marketplace,Bangalore,Seed Funding,N/A,
28/01/2016,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Seed Funding,1000000,
28/01/2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Seed Funding,370000,
28/01/2016,JustDoc,Consumer Interne,Medical Video Consultation platform,Bangalore,Seed Funding,N/A,
28/01/2016,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Seed Funding,N/A,
29/01/2016,BitGiving,Consumer Internet,Crowd Funding Platform,New Delhi,Seed Funding,N/A,
29/01/2016,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Seed Funding,160000,
29/01/2016,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Seed Funding,N/A,
29/01/2016,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,Seed Funding,185000,
29/01/2016,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,Private Equity,17000000,
29/01/2016,Truebil,ECommerce,Online marketplace for cars,Mumbai,Private Equity,5150000,
29/01/2016,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Private Equity,1100000,
29/01/2016,TinMen,Consumer Internet,Food Delivery Platform,Hyderabad,Seed Funding,N/A,
29/01/2016,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Seed Funding,N/A,
30/01/2016,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,Seed Funding,N/A,
30/01/2016,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Seed Funding,N/A,
1/2/2016,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,Seed Funding,N/A,
2/2/2016,Altizone,Technology,IoT & M2M Solutions,Pune,Private Equity,4000000,
2/2/2016,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bangalore,Seed Funding,N/A,
2/2/2016,Strike,Consumer Internet,Mobile Email productivity tool,Bangalore,Seed Funding,22500,
2/2/2016,MaaxMarket,Consumer Internet,Marketing Automation platform,Bangalore,Seed Funding,22500,
2/2/2016,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Seed Funding,22500,
2/2/2016,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Seed Funding,22500,
3/2/2016,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune,Seed Funding,1000000,
3/2/2016,RoadGods,ECommerce,Auto Spare Parts eTailer,New Delhi,Seed Funding,100000,
3/2/2016,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Seed Funding,100000,
3/2/2016,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Seed Funding,30000,
4/2/2016,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Seed Funding,30000,
5/2/2016,Magic Crate,Education,Children Education Platform,Bangalore,Seed Funding,N/A,
5/2/2016,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore,Private Equity,13500000,
5/2/2016,Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,Private Equity,N/A,
5/2/2016,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Private Equity,N/A,
5/2/2016,BHIVE,Real Estate,Workspace Rentals,Bangalore,Seed Funding,N/A,
5/2/2016,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,Private Equity,1000000,
5/2/2016,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Seed Funding,81000,
5/2/2016,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Seed Funding,52000,
6/2/2016,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Seed Funding,1000000,
6/2/2016,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,Seed Funding,N/A,
8/2/2016,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Private Equity,N/A,
8/2/2016,iStyleYou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Seed Funding,100000,
8/2/2016,AdUrCup,Consumer Internet,Ad Network,New Delhi,Seed Funding,100000,
8/2/2016,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Private Equity,N/A,
8/2/2016,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,Seed Funding,N/A,
8/2/2016,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,Seed Funding,N/A,
8/2/2016,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,Private Equity,12500000,
8/2/2016,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,Private Equity,N/A,
8/2/2016,Hansel.io,Technology,Mobile App Tech Solutions,Bangalore,Seed Funding,N/A,
9/2/2016,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,Seed Funding,N/A,
9/2/2016,GOQii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Private Equity,N/A,
10/2/2016,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Seed Funding,200000,
10/2/2016,GlamStudios,Consumer Internet,Online Salon Aggregator,Noida,Seed Funding,N/A,
10/2/2016,Affimity,Consumer Internet,Social Networking platform,Bangalore,Seed Funding,1200000,
10/2/2016,Anandakanda,Technology,Medicine Intake Reminder System,Pune,Seed Funding,150000,
10/2/2016,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Seed Funding,N/A,
10/2/2016,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,Seed Funding,N/A,
10/2/2016,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Seed Funding,N/A,
10/2/2016,OyBob,eCommerce,Hyperlocal Products & Services marketplace,Gurgaon,Seed Funding,N/A,
12/2/2016,ActOnMagic,Technology,Cloud Analytics and Management Products,Bangalore,Seed Funding,125000,
12/2/2016,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,Seed Funding,1000000,
12/2/2016,iGrenEnergi,Technology,Solar Power Solutions,Mumbai,Seed Funding,1000000,
12/2/2016,RKSV,Consumer Internet,Online Stock Trading Platform,Mumbai,Private Equity,4000000,
15/02/2016,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,Private Equity,5000000,
15/02/2016,Snapdeal,eCommerce,Horizontal Online Marketplace,New Delhi,Private Equity,200000000,
15/02/2016,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Private Equity,N/A,
15/02/2016,Snapbizz,Technology,Connectivity platform for local grocery stores,Bangalore,Private Equity,N/A,
15/02/2016,GoYaNo,Consumer Internet,Events & Restaurant Discovery Marketplace App,Gurgaon,Seed Funding,50000,
15/02/2016,RentSher,Consumer Internet,Online Household Product Rental platform,Bangalore,Seed Funding,300000,
15/02/2016,Buddy,Finance,Micro Lending Platform for eCommerce purchases,Bangalore,Seed Funding,500000,
15/02/2016,Legistify,Consumer Internet,Online Legal services platform,New Delhi,Seed Funding,N/A,
16/02/2016,TableHero,Consumer Internet,Dynamic Restaurant Website creator,Bangalore,Seed Funding,1000000,
16/02/2016,BetterPlace,Technology,Data analytics based Verification services Platform,Bangalore,Seed Funding,970000,
16/02/2016,Salebhai,eCommerce,Sweets Eatables Handicrafts Online Marketplace,Ahmedabad,Seed Funding,N/A,
16/02/2016,icustommadeit,eCommerce,Professional Custom creators Marketplace,Pune,Private Equity,4000000,
16/02/2016,Tring,Consumer Internet,Instant Messaging App,Pune,Seed Funding,N/A,
16/02/2016,Medinfi,Consumer Internet,Doctor & Clinics Discovery platform,Bangalore,Seed Funding,N/A,
17/02/2016,Timemytask,Consumer Internet,On-Demand home cleaning services,Mumbai,Seed Funding,N/A,
17/02/2016,GameZop,Technology,Mobile Gaming Platform,New Delhi,Seed Funding,350000,
17/02/2016,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bangalore,Seed Funding,N/A,
17/02/2016,The Viral Fever,Consumer Internet,Independent Online Video production company,Mumbai,Private Equity,10000000,
17/02/2016,Avanti Learning,Education,Private Coaching Classes,New Delhi,Private Equity,5000000,
17/02/2016,Bollant Industries,Technology,Eco-friendly consumer & packaging products,Hyderabad,Private Equity,N/A,
18/02/2016,GetVee,Consumer Internet,Matrimony & Couples only mobile platform,New Delhi,Private Equity,N/A,
18/02/2016,HealthKumbh,Consumer Internet,Health related Information portal,Ahmedabad,Seed Funding,73000,
18/02/2016,Unlaze,Consumer Internet,Social Networking app for outdoor interests,Gurgaon,Seed Funding,N/A,
18/02/2016,Tracxn,Technology,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,Private Equity,N/A,
18/02/2016,Careongo,ECommerce,Online Pharmacy store,New Delhi,Seed Funding,300000,
18/02/2016,Ark Robot,Technology,Warehouse Automation,Bangalore,Seed Funding,350000,
19/02/2016,Jaypore,ECommerce,Ethnic Products marketplace,New Delhi,Private Equity,5000000,
19/02/2016,Finance Buddha,Consumer Internet,Online Loan Comparison & Discovery platform,Bangalore,Seed Funding,N/A,
19/02/2016,AlmaConnect,Consumer Internet,Alumni social network,New Delhi,Seed Funding,N/A,
19/02/2016,Advantage Club,Consumer Internet,mobile platform for corporate employee benefits,Gurgaon,Seed Funding,400000,
19/02/2016,LocalRamu,Consumer Internet,mobile based aggregator for local service providers,Bangalore,Seed Funding,N/A,
22/02/2016,Baby Berry,Consumer Internet,Parenting Mobile app,Bangalore,Seed Funding,1000000,
22/02/2016,Magicpin,Consumer Internet,Hyperlocal Discover Mobile App,New Delhi,Private Equity,3000000,
22/02/2016,First Eat,Consumer Internet,Healthy Food Delivery platform,New Delhi,Seed Funding,100000,
22/02/2016,SigTuple,Technology,Healthcare based Tech Solutions,Bangalore,Seed Funding,N/A,
22/02/2016,Taskbob,Consumer Internet,Hyperlocal Handyman services platform,Mumbai,Private Equity,4500000,
22/02/2016,Styledotme,Consumer Internet,Mobile Fashion App,New Delhi,Seed Funding,37000,
22/02/2016,NewsLaundry,Consumer Internet,Independent News Media Portal,New Delhi,Private Equity,N/A,
23/02/2016,CupoNation,Consumer Internet,Deals and Discount platform,Gurgaon,Private Equity,11000000,
23/02/2016,Aarav UAV,Technology,unmanned aerial vehicles creator,Kanpur,Seed Funding,N/A,
24/02/2016,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bangalore,Seed Funding,160000,
24/02/2016,LoanZen,Consumer Internet,Peer to peer Lending marketplace,Bangalore,Seed Funding,N/A,
24/02/2016,NoBroker,Consumer Internet,Peer to peer property listing platform,Bangalore,Private Equity,10000000,
24/02/2016,AppilyEver,Consumer Internet,Online wedding services marketplace,Hyderabad,Seed Funding,400000,
24/02/2016,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Seed Funding,150000,
24/02/2016,FeetApart,Consumer Internet,Employee engagements & Rewards platform,Bangalore,Seed Funding,N/A,
25/02/2016,OfBusiness,eCommerce,B2B commerce Marketplace,Gurgaon,Private Equity,5000000,
25/02/2016,CarveNiche,Consumer Internet,Personalized Learning Solutions & products,Bangalore,Seed Funding,N/A,
25/02/2016,Juspay,Consumer Internet,Digital Payments solutions,Bangalore,Private Equity,5800000,
25/02/2016,Funcart,eCommerce,Party Supplies Etailer,New Delhi,Seed Funding,70000,
26/02/2016,Freedom Smart Labs,Technology,IoT retail solutions,New Delhi,Seed Funding,145000,
26/02/2016,EduBridge,Consumer Internet,Skill development and vocational training platform,Mumbai,Private Equity,2500000,
29/02/2016,Nestaway,Consumer Internet,Online Home Rental Marketplace,Bangalore,Private Equity,N/A,
29/02/2016,Hopscotch,eCommerce,Baby & Kids Products Online Flash sales platform,Mumbai,Private Equity,13000000,
29/02/2016,PinClick,Consumer Internet,Online real estate listings,Bangalore,Private Equity,N/A,
1/3/2016,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Seed Funding,N/A,
1/3/2016,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,Private Equity,N/A,
1/3/2016,IQlect,Technology,Big Data Analytics Platform,Bangalore,Private Equity,N/A,
2/3/2016,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,Private Equity,600000,
2/3/2016,Systemantics,Technology,Industrial robots maker,Bangalore,Private Equity,1400000,
3/3/2016,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Seed Funding,N/A,
3/3/2016,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,Private Equity,1000000,
3/3/2016,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Seed Funding,500000,
4/3/2016,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,Private Equity,N/A,
4/3/2016,Aahaa,ECommerce,Office Products Super Store,Chennai,Private Equity,1000000,
4/3/2016,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,Seed Funding,N/A,
4/3/2016,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,Seed Funding,150000,
4/3/2016,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Seed Funding,N/A,
4/3/2016,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,Seed Funding,100000,
4/3/2016,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,Seed Funding,N/A,
4/3/2016,medECUBE,Healthcare,Healthcare related Services provider,Gurgaon,Private Equity,4000000,
7/3/2016,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,Seed Funding,500000,
7/3/2016,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bangalore,Private Equity,3000000,
7/3/2016,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,Seed Funding,500000,
7/3/2016,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Seed Funding,250000,
7/3/2016,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bangalore,Seed Funding,N/A,
7/3/2016,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Seed Funding,100000,
8/3/2016,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Private Equity,N/A,
8/3/2016,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,Seed Funding,N/A,
8/3/2016,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,Seed Funding,N/A,
8/3/2016,LoveCycles,Consumer Internet,Womens health Tracker,Bangalore,Seed Funding,750000,
8/3/2016,Kartrocket,ECommerce,ECommerce SAAS platform,New Delhi,Private Equity,8000000,
8/3/2016,dunzo,Consumer Internet,Daily Task Management App,Bangalore,Seed Funding,650000,
9/3/2016,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,Private Equity,N/A,
9/3/2016,SmartVizX,Technology,Virtual Reality Solutions,Noida,Seed Funding,500000,
9/3/2016,MyGubbi,Real Estate,Interior Design & Home Dcor Solutions,Bangalore,Seed Funding,2500000,
9/3/2016,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,Seed Funding,1000000,
9/3/2016,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,Seed Funding,N/A,
9/3/2016,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Seed Funding,400000,
9/3/2016,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,Seed Funding,N/A,
10/3/2016,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Private Equity,11100000,
10/3/2016,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,Seed Funding,N/A,
10/3/2016,Icertis,Technology,Contract Management Software Solutions platform,Pune,Private Equity,15000000,
10/3/2016,Supplified,ECommerce,Construction material eTailer,New Delhi,Seed Funding,1000000,
11/3/2016,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Seed Funding,N/A,
14/03/2016,PinkBlue,ECommerce,Medical Supplies eTailer,Bangalore,Seed Funding,223608,
14/03/2016,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Seed Funding,N/A,
15/03/2016,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,Private Equity,1000000,
15/03/2016,Proximit,Technology,Advertising Technology,Pune,Seed Funding,150000,
15/03/2016,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,Seed Funding,250000,
16/03/2016,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,Seed Funding,180000,
16/03/2016,Avagmah,Consumer Internet,Online Education Portal,Bangalore,Seed Funding,N/A,
16/03/2016,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Seed Funding,N/A,
16/03/2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,Seed Funding,250000,
17/03/2016,Pramati,Healthcare,Specialized Patient Care platform,Noida,Seed Funding,200000,
17/03/2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Seed Funding,230000,
17/03/2016,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Seed Funding,800000,
17/03/2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,Seed Funding,108000,
18/03/2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Private Equity,1500000,
19/03/2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Seed Funding,30000,
21/03/2016,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Seed Funding,N/A,
21/03/2016,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Private Equity,N/A,
21/03/2016,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,Private Equity,2000000,
22/03/2016,Byjus,Consumer Internet,Educational Video Content Creator,Bangalore,Private Equity,75000000,
22/03/2016,BigBasket,eCommerce,Online Grocery Shop,Bangalore,Private Equity,150000000,
22/03/2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,Seed Funding,600000,
22/03/2016,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Private Equity,N/A,
22/03/2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Seed Funding,N/A,
22/03/2016,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,Seed Funding,360000,
22/03/2016,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,Seed Funding,N/A,
23/03/2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,Seed Funding,100000,
23/03/2016,SP Robotics,Technology,Robotic Classes for Students,Chennai,Seed Funding,300000,
23/03/2016,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,Seed Funding,N/A,
23/03/2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,Private Equity,330000,
23/03/2016,HashLearn,Consumer Internet,Mobile based private tutoring services,,Seed Funding,N/A,
23/03/2016,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Private Equity,500000,
24/03/2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,Seed Funding,150000,
28/03/2016,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Seed Funding,300000,
29/03/2016,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,Seed Funding,N/A,
29/03/2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,Seed Funding,300000,
29/03/2016,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Private Equity,4700000,
29/03/2016,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,Seed Funding,200000,
29/03/2016,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Seed Funding,500000,
30/03/2016,True Balance,Technology,Mobile Balance Check App,Gurgaon,Private Equity,N/A,
30/03/2016,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,Seed Funding,400000,
31/03/2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,Seed Funding,N/A,
31/03/2016,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Seed Funding,N/A,
1/4/2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Seed Funding,N/A,
1/4/2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,Seed Funding,N/A,
4/4/2016,Housing,Consumer Internet,Real Estate Portal,Mumbai,Private Equity,N/A,
4/4/2016,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Seed Funding,N/A,
4/4/2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Private Equity,25000000,
4/4/2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,Seed Funding,N/A,
5/4/2016,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Seed Funding,N/A,
5/4/2016,Haptik,Technology,Personal Assistant App,Mumbai,Private Equity,N/A,
5/4/2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,Private Equity,N/A,
6/4/2016,Shipsy,Logistics,Logistics Solutions,Gurgaon,Private Equity,1000000,
6/4/2016,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Seed Funding,500000,
6/4/2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,Private Equity,6000000,
6/4/2016,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Private Equity,1000000,
7/4/2016,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Private Equity,N/A,
8/4/2016,Vahan,Education,Mobile Education Platform,Chennai,Seed Funding,N/A,
8/4/2016,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,Seed Funding,40000,
11/4/2016,Living Local,Consumer Internet,Social discovery platform,Mumbai,Seed Funding,200000,
11/4/2016,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Seed Funding,N/A,
11/4/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,Private Equity,100000000,
11/4/2016,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Seed Funding,300000,
12/4/2016,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,Seed Funding,1000000,
12/4/2016,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Seed Funding,N/A,
12/4/2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,Seed Funding,N/A,
12/4/2016,Indi.com,Consumer Internet,Video Social Network,Bangalore,Seed Funding,N/A,
13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,Seed Funding,1000000,
13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Seed Funding,150000,
13/04/2016,Hippily,eCommerce,Fashion ECommerce App,Mumbai,Seed Funding,250000,
13/04/2016,kredX,eCommerce,Invoice discounting Marketplace,Bangalore,Seed Funding,750000,
